trade_id,entry_date,exit_date,asset,direction,quantity,entry_price,exit_price,pnl,hold_days
327,2021-07-23,2021-08-24,TLT,-1,509,117.9018,115.8152,1062.08,22
328,2022-01-04,2022-01-20,HYG,-1,994,160.636,154.9896,5612.54,12
329,2023-03-03,2023-04-10,HYG,1,614,137.4273,125.2866,-7454.39,26
330,2023-06-16,2023-06-22,SPY,1,4209,118.0264,117.8811,-611.44,4
331,2020-02-19,2020-02-26,SPY,-1,2234,100.3818,102.3622,-4424.15,5
332,2022-08-16,2022-09-02,HYG,-1,3695,153.0503,152.9268,456.47,13
333,2020-01-28,2020-03-09,HYG,-1,3056,94.9756,100.3108,-16304.48,29
334,2021-03-24,2021-04-14,GLD,1,1660,114.3131,118.9435,7686.38,15
335,2021-12-16,2022-01-20,TLT,-1,1366,105.6979,106.805,-1512.27,25
336,2021-07-13,2021-08-13,SPY,1,2269,122.7234,127.6433,11163.36,23
337,2022-07-04,2022-07-26,TLT,-1,3738,95.8543,94.2336,6058.33,16
338,2023-09-21,2023-10-05,TLT,-1,849,107.4493,104.0259,2906.47,10
339,2021-10-20,2021-11-24,HYG,1,3527,150.775,160.4986,34295.23,25
340,2024-06-20,2024-07-23,GLD,-1,4880,82.8671,73.3643,46373.99,23
341,2024-04-10,2024-05-02,QQQ,1,2027,91.7336,86.4404,-10729.32,16
342,2023-03-13,2023-03-29,GLD,1,3904,107.1535,99.2601,-30815.85,12
343,2022-10-13,2022-11-07,GLD,-1,3802,117.5172,120.9292,-12972.54,17
344,2023-04-10,2023-05-02,TLT,1,2456,104.1849,104.46,675.54,16
345,2020-03-11,2020-03-27,GLD,1,4890,98.2958,99.2355,4595.06,12
346,2022-03-15,2022-03-25,SPY,-1,2435,138.7574,139.5214,-1860.29,8
347,2024-08-26,2024-09-23,TLT,1,406,108.8774,104.8318,-1642.49,20
348,2024-05-27,2024-05-30,SPY,1,3765,105.8535,104.9325,-3467.27,3
349,2020-07-28,2020-08-19,QQQ,1,2089,106.5129,109.4236,6080.58,16
350,2021-03-15,2021-04-01,TLT,-1,761,113.0451,115.1894,-1631.8,13
351,2022-03-08,2022-04-08,QQQ,1,4744,131.182,130.1922,-4695.63,23
352,2021-03-02,2021-04-09,TLT,-1,411,113.1958,115.1272,-793.8,28
353,2022-08-11,2022-09-07,HYG,-1,3020,157.7224,155.5078,6688.02,19
354,2023-03-17,2023-03-29,GLD,1,1182,106.3868,99.2601,-8423.68,8
355,2024-02-16,2024-03-19,HYG,1,3071,133.0535,130.3176,-8401.72,22
356,2023-11-03,2023-11-10,QQQ,1,854,87.6088,86.5604,-895.35,5
357,2021-09-13,2021-10-11,GLD,-1,4230,121.0709,113.6977,31188.54,20
358,2022-05-06,2022-05-18,TLT,1,4640,100.2274,101.6254,6486.96,8
359,2023-10-20,2023-11-23,GLD,1,452,100.8408,99.3155,-689.44,24
360,2021-01-04,2021-01-20,SPY,1,1002,128.9,119.2727,-9646.54,12
361,2024-02-15,2024-02-16,GLD,1,3988,88.7091,87.4119,-5173.36,1
362,2023-11-06,2023-12-11,SPY,1,258,110.9192,107.7319,-822.32,25
363,2020-01-07,2020-02-05,GLD,-1,2077,98.1947,97.092,2290.17,21
364,2024-04-25,2024-05-23,SPY,-1,1056,114.2792,105.7823,8972.78,20
365,2024-09-03,2024-09-11,QQQ,1,2171,76.7182,77.7392,2216.6,6
366,2022-12-19,2023-01-18,HYG,1,503,141.9741,142.0653,45.87,22
367,2023-05-11,2023-06-06,TLT,1,4711,104.1724,103.1551,-4792.1,18
368,2023-10-19,2023-10-31,GLD,1,2879,100.6053,100.9726,1057.35,8
369,2023-05-22,2023-05-31,HYG,-1,1487,124.5541,120.6956,5737.7,7
370,2020-03-05,2020-03-06,TLT,1,3553,99.7722,99.566,-732.59,1
371,2023-04-27,2023-05-26,TLT,-1,1055,104.1085,100.5218,3783.96,21
372,2023-02-24,2023-03-20,SPY,-1,1812,136.6735,129.8219,12415.22,16
373,2023-08-02,2023-08-18,QQQ,1,4803,93.4989,89.748,-18015.55,12
374,2022-07-06,2022-07-14,QQQ,-1,1373,119.0382,121.6886,-3638.97,6
375,2021-01-11,2021-02-08,HYG,-1,3911,129.9897,125.7907,16422.25,20
376,2021-06-01,2021-06-03,QQQ,-1,2725,115.4705,115.5189,-131.75,2
377,2022-06-08,2022-07-19,GLD,-1,2482,101.3861,111.5202,-25152.95,29
378,2024-04-30,2024-05-20,QQQ,1,1541,87.0181,82.2936,-7280.58,14
379,2022-07-07,2022-07-13,HYG,1,3079,151.1004,153.8902,8589.88,4
380,2020-06-16,2020-06-17,QQQ,-1,1897,110.4403,110.9583,-982.63,1
381,2023-03-08,2023-04-10,GLD,1,4490,108.6423,99.4765,-41154.14,23
382,2024-02-22,2024-03-19,SPY,1,4109,118.2593,123.5716,21828.37,18
383,2022-11-02,2022-11-21,HYG,1,4950,158.6899,149.8999,-43510.52,13
384,2020-06-11,2020-06-15,SPY,1,1494,117.8366,118.2891,676.02,2
385,2023-01-11,2023-01-24,SPY,1,4381,141.0977,135.0866,-26334.73,9
386,2024-05-29,2024-06-27,SPY,-1,1369,106.2616,100.0053,8564.87,21
387,2023-11-17,2023-11-21,TLT,1,4832,109.0152,110.9902,9543.48,2
388,2024-02-22,2024-04-01,TLT,1,3814,101.3413,101.2314,-418.85,27
389,2022-06-06,2022-07-11,SPY,1,629,133.9855,141.94,5003.37,25
390,2021-12-17,2021-12-30,HYG,1,3723,156.6112,156.8827,1010.79,9
391,2023-01-26,2023-01-27,GLD,-1,3058,110.2494,110.238,35.09,1
392,2024-04-16,2024-05-01,GLD,-1,3014,81.6678,84.5851,-8792.83,11
393,2024-05-16,2024-05-21,QQQ,-1,4989,82.9207,82.6113,1543.42,3
394,2022-02-22,2022-03-22,HYG,-1,3691,159.3761,149.262,37331.05,20
395,2021-11-12,2021-12-15,TLT,1,2247,105.1948,106.044,1908.19,23
396,2024-10-30,2024-12-05,SPY,-1,4673,101.4425,114.5201,-61111.75,26
397,2023-06-08,2023-06-14,QQQ,1,3469,96.0362,93.9945,-7082.62,4
398,2024-08-23,2024-09-18,GLD,1,1039,74.9456,73.8148,-1174.97,18
399,2022-09-12,2022-10-13,TLT,1,625,95.984,99.0894,1940.89,23
400,2022-03-23,2022-03-31,TLT,1,101,108.9962,106.7608,-225.77,6
401,2023-01-10,2023-01-13,SPY,1,474,140.2306,138.8329,-662.53,3
402,2023-04-19,2023-05-19,GLD,-1,2440,99.6734,99.5245,363.3,22
403,2020-12-10,2020-12-25,HYG,-1,4105,131.6517,130.6802,3988.18,11
404,2024-03-19,2024-04-09,TLT,-1,3152,101.4026,103.5255,-6691.48,15
405,2020-08-03,2020-09-02,SPY,-1,4748,118.5403,120.3165,-8433.56,22
406,2023-10-26,2023-12-05,HYG,1,2465,114.4165,117.0615,6519.97,28
407,2024-04-02,2024-04-09,GLD,-1,1625,81.2443,81.865,-1008.68,5
408,2022-09-01,2022-09-29,TLT,1,4576,94.844,96.6812,8407.07,20
409,2024-10-07,2024-10-21,HYG,-1,1746,117.0043,116.8713,232.1,10
410,2024-03-08,2024-03-26,HYG,1,113,126.2727,128.5148,253.35,12
411,2024-02-07,2024-02-28,HYG,1,4699,133.4496,129.2627,-19674.36,15
412,2023-11-13,2023-12-06,TLT,-1,2378,109.1408,110.7093,-3729.74,17
413,2020-05-11,2020-05-25,TLT,1,3255,102.7724,98.0331,-15426.34,10
414,2023-09-01,2023-09-11,QQQ,1,229,90.5309,87.437,-708.49,6
415,2023-11-16,2023-12-12,GLD,-1,3914,101.6392,96.7196,19255.51,18
416,2021-09-24,2021-10-13,SPY,1,3316,137.5151,149.0263,38171.24,13
417,2024-09-13,2024-09-18,HYG,-1,3038,114.6667,116.7808,-6422.53,3
418,2023-06-29,2023-08-02,QQQ,-1,4028,94.8478,93.4989,5433.46,24
419,2020-10-30,2020-11-13,SPY,-1,2140,133.9179,135.8435,-4120.92,10
420,2021-10-25,2021-11-12,QQQ,1,127,142.2266,139.6777,-323.72,14
421,2021-08-26,2021-09-03,TLT,1,2213,115.9808,113.8986,-4607.8,6
422,2021-04-21,2021-04-26,HYG,1,1352,139.2231,138.5601,-896.46,3
423,2022-02-09,2022-03-03,SPY,-1,4456,152.388,146.7418,25159.81,16
424,2021-05-13,2021-05-24,SPY,1,2146,136.2207,127.9458,-17757.84,7
425,2020-01-31,2020-02-28,SPY,-1,4655,96.6941,101.9036,-24250.05,20
426,2021-12-30,2022-01-19,SPY,-1,4123,156.3223,149.0464,29998.73,14
427,2024-04-22,2024-05-03,SPY,1,4496,115.8844,112.4894,-15264.04,9
428,2023-01-26,2023-02-16,QQQ,-1,3474,112.7838,116.3296,-12318.09,15
429,2024-08-12,2024-09-10,HYG,1,3566,113.5757,117.3433,13435.21,21
430,2024-10-10,2024-10-15,TLT,1,3181,102.371,103.1936,2616.55,3
431,2022-12-01,2022-12-05,TLT,1,3878,98.642,98.9078,1030.55,2
432,2021-09-09,2021-10-18,TLT,1,729,116.2591,111.4955,-3472.7,27
433,2022-12-12,2022-12-14,TLT,1,369,100.7479,101.2659,191.12,2
434,2023-11-22,2023-11-27,QQQ,-1,2739,85.2319,84.3486,2419.29,3
435,2021-12-22,2022-01-17,GLD,-1,2093,111.5593,111.2761,592.66,18
436,2023-12-26,2024-01-15,HYG,-1,2991,117.595,128.7885,-33479.84,14
437,2023-01-12,2023-02-09,SPY,1,3532,140.0626,138.4501,-5695.39,20
438,2021-04-14,2021-05-10,GLD,1,1380,118.9435,122.949,5527.72,18
439,2020-12-25,2021-01-08,TLT,1,2460,102.9846,104.261,3140.03,10
440,2021-11-25,2021-12-30,GLD,-1,675,109.1377,111.658,-1701.21,25
441,2023-06-07,2023-06-09,HYG,1,1407,122.8377,120.7298,-2965.82,2
442,2020-08-11,2020-09-15,SPY,-1,3292,121.1954,131.2211,-33004.66,25
443,2023-04-06,2023-05-17,SPY,-1,3278,119.9538,124.0397,-13393.72,29
444,2022-08-23,2022-09-22,HYG,1,2834,157.8991,153.9786,-11110.72,22
445,2021-06-15,2021-06-16,HYG,1,2312,133.6952,134.0226,756.85,1
446,2023-08-31,2023-09-06,TLT,-1,2452,108.4068,106.1525,5527.63,4
447,2022-08-24,2022-09-13,SPY,1,3668,136.9891,143.2338,22905.62,14
448,2024-07-25,2024-07-26,GLD,-1,1755,73.6177,72.7107,1591.73,1
449,2024-02-01,2024-02-21,QQQ,1,1679,91.5621,90.0507,-2537.59,14
450,2021-02-02,2021-02-24,QQQ,1,2303,108.4865,118.0024,21915.18,16
451,2021-07-08,2021-08-09,HYG,-1,1490,134.5254,134.8316,-456.21,22
452,2020-01-16,2020-02-05,TLT,1,1842,100.0957,100.4799,707.75,14
453,2021-11-29,2022-01-07,QQQ,-1,2025,152.4144,144.1555,16724.35,29
454,2022-11-21,2022-12-19,SPY,1,719,140.9547,134.0697,-4950.36,20
455,2020-02-18,2020-02-21,HYG,-1,1374,95.0249,96.9179,-2601.0,3
456,2022-10-13,2022-10-18,GLD,-1,1056,117.5172,117.8124,-311.76,3
457,2023-04-03,2023-04-14,HYG,1,2039,123.9664,126.0521,4252.74,9
458,2020-05-05,2020-05-13,GLD,-1,4053,106.3176,108.7665,-9925.32,6
459,2022-12-21,2023-01-25,HYG,1,2481,141.1973,136.1213,-12593.45,25
460,2022-04-26,2022-05-13,HYG,1,1068,157.166,154.3757,-2980.04,13
461,2023-09-19,2023-10-18,HYG,1,1416,113.5654,118.3425,6764.43,21
462,2023-11-30,2023-12-04,GLD,-1,1143,99.0487,96.4335,2989.12,2
463,2021-08-06,2021-08-18,GLD,-1,381,120.9592,116.8672,1559.03,8
464,2020-06-09,2020-07-08,HYG,1,2944,101.9427,105.0558,9165.0,21
465,2022-05-12,2022-05-16,QQQ,1,1158,124.0426,122.1031,-2245.94,2
466,2024-09-03,2024-09-09,TLT,-1,4393,107.0213,105.4383,6954.28,4
467,2023-03-01,2023-04-05,TLT,1,2632,103.206,104.9589,4613.58,25
468,2024-03-18,2024-04-08,TLT,1,3928,101.4141,103.7803,9294.42,15
469,2021-07-30,2021-08-05,GLD,-1,1108,122.3855,121.5219,956.8,4
470,2022-10-17,2022-11-03,GLD,1,1329,117.205,122.5947,7162.89,13
471,2023-11-29,2024-01-08,QQQ,-1,1135,85.7348,91.2284,-6235.35,28
472,2022-11-30,2022-12-16,TLT,1,4685,100.0268,101.6924,7803.18,12
473,2022-08-03,2022-09-12,TLT,-1,375,92.6377,95.984,-1254.87,28
474,2021-09-30,2021-10-19,HYG,1,2840,138.2708,148.8799,30129.65,13
475,2023-07-11,2023-07-31,GLD,1,2389,98.0139,98.7947,1865.26,14
476,2020-09-24,2020-10-22,TLT,-1,1339,103.809,103.6083,268.8,20
477,2022-10-31,2022-11-24,QQQ,1,225,120.1507,118.8524,-292.12,18
478,2024-04-19,2024-05-30,QQQ,-1,4165,91.6076,78.8635,53079.09,29
479,2023-09-29,2023-11-08,TLT,1,4412,106.7596,109.6932,12943.34,28
480,2023-11-13,2023-11-21,GLD,-1,3968,100.8878,99.6836,4778.13,6
481,2020-05-13,2020-06-23,QQQ,-1,1308,120.2497,113.4787,8856.53,29
482,2022-07-15,2022-08-01,HYG,-1,3349,152.8595,160.8787,-26856.17,11
483,2024-08-26,2024-08-28,QQQ,-1,1018,75.8931,74.5437,1373.7,2
484,2020-02-20,2020-03-31,SPY,1,4023,101.1355,117.924,67540.34,28
485,2021-01-25,2021-02-25,SPY,1,4503,121.341,127.2449,26585.45,23
486,2020-10-29,2020-11-25,GLD,-1,2069,118.9596,118.6608,618.22,19
487,2023-04-27,2023-05-24,TLT,-1,2893,104.1085,100.2738,11093.84,19
488,2023-05-05,2023-05-12,GLD,-1,991,101.0622,101.1697,-106.56,5
489,2020-03-26,2020-04-22,GLD,1,4570,98.1607,105.1065,31742.01,19
490,2022-04-13,2022-04-15,GLD,1,2133,104.6701,104.0797,-1259.38,2
491,2022-10-17,2022-10-31,GLD,1,1464,117.205,121.7947,6719.26,10
492,2021-07-08,2021-08-12,HYG,1,228,134.5254,137.1057,588.31,25
493,2022-09-05,2022-09-07,HYG,-1,1114,152.8625,155.5078,-2946.86,2
494,2023-12-29,2024-01-15,QQQ,-1,1899,86.5095,88.6415,-4048.66,11
495,2020-09-03,2020-09-29,SPY,-1,4712,123.9649,128.2619,-20247.63,18
496,2021-07-07,2021-08-17,GLD,1,1618,122.3906,115.7741,-10705.44,29
497,2021-09-14,2021-10-18,QQQ,1,4281,117.2579,138.6529,91592.23,24
498,2024-10-24,2024-11-14,SPY,1,1298,101.9381,106.8601,6388.86,15
499,2020-04-15,2020-04-28,TLT,-1,3973,108.4874,107.3774,4410.22,9
500,2021-01-05,2021-02-05,HYG,-1,2574,129.2052,124.9892,10851.88,23
